Location ID	Aquifer	Latitude	Longitude	Ground Elevation	Geologic Unit Code	Well Installation Date	Total Well Depth [ft]	Well Diameter [in]	Screen Top [ft]	Screen Bottom [ft]	Comments	WELL_COMPLETION_REPORT_URL	Location Type	Monitoring Area	Watershed	Well Status	Inactive Date	TOC Elevation	LWA Notes	Source	Max	Max Date	Last	Last Date	Max Hex	Max Date Hex	Last Hex	Last Date Hex	Length	Active	Exceedance	Substantial Data
LAO-4	Alluvial	35.87216	-106.24887	6548.000	Qal	1966-02-01 00:00:00	24.00	3 in	14	24.000	Elevation revised based on LIDAR surface location pick, NULL, Elevation revised based on LIDAR surface location pick, Elevation revised based on LIDAR surface location pick	NULL	MON	TA-21	Los Alamos	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	8			Substantial
LAO-4.5	Alluvial	35.87039	-106.23906	6479.800	Qal	1969-04-01 00:00:00	40.00	3 in	10	40.000	Elevation revised based on LIDAR surface location pick, NULL, Elevation revised based on LIDAR surface location pick, Elevation revised based on LIDAR surface location pick	NULL	MON	TA-21	Los Alamos	A	2012-03-15 10:48:00	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAO-4.5c	Alluvial	35.87036	-106.23943	NULL	NULL	1989-11-01 00:00:00	23.30	NULL	13.3	23.300	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]		Well Info	3.6	2007-07-19	1.0	2007-07-19	No Data	No Data	No Data	No Data	20			Substantial
LAO-5	Alluvial	35.86857	-106.23047	NULL	NULL	1966-02-01 00:00:00	25.00	NULL	5	25.000	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]		Well Info	1.6	2007-08-03	1.6	2007-08-03	No Data	No Data	No Data	No Data	5			Substantial
LAO-6	Alluvial	35.86831	-106.23041	6423.500	Qal	1966-02-01 00:00:00	16.00	3 in	6	16.000	Elevation revised based on LIDAR surface location pick, NULL, Elevation revised based on LIDAR surface location pick, Elevation revised based on LIDAR surface location pick	NULL	MON	TA-21	Los Alamos	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAO-6a	Alluvial	35.86835	-106.23041	NULL	NULL	1989-08-17 00:00:00	14.20	NULL	4.2	14.200	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	3			
LAO-B	Alluvial	35.87883	-106.3353	7323.59	Qal	1994-04-28 00:00:00	27.20	4 in	11.84	26.840	NULL, NULL, Elev. measured from GL. Background alluvial monitoring well.  Background well west of ice rink in LA canyon	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	1.3	2005-05-10	1.3	2005-05-10	No Data	No Data	No Data	No Data	36			Substantial
LAO-C	Alluvial	35.87906	-106.31164	7049.980	Qal	1970-08-01 00:00:00	13.00	3 in	3	13.000	NULL, NULL	NULL	MON	General	Los Alamos	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	1.02	2003-07-09	0.509	2004-06-03	No Data	No Data	No Data	No Data	24			Substantial
LAOI(a)-1.1	Intermediate	35.87543	-106.28709	6835.2	Qbog	1994-11-08 00:00:00	310.20	3	295.2	305.000	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	2.67	2012-09-04	0.161	2013-08-15	No Data	No Data	No Data	No Data	30	Active		Substantial
LAOI-3.2	Intermediate	35.87308	-106.25937	6622.6	Qbog	2005-03-01 00:00:00	165.00	2.1	153.3	162.800	NULL, NULL, added for P Longmire.  Location data taken from Brass Cap survey data., added for P Longmire.  Location data taken from Brass Cap survey data.	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.0	2008-01-15	2.34	2016-08-24	0.3	2006-04-19	0.3	2006-04-19	37	Active		Substantial
LAOI-3.2 OB	Intermediate	35.87308	-106.25937	6622.600	NULL	NULL	NULL	NULL	NULL	NULL	added for P Longmire.  Location data taken from Brass Cap survey data., NULL, added for P Longmire.  Location data taken from Brass Cap survey data., added for P Longmire.  Location data taken from Brass Cap survey data.	NULL	MON	TA-21	Los Alamos	NULL	NULL	[84]	Aquifer updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAOI-3.2a	Intermediate	35.87318	-106.25944	6624.43	Tpf	2006-01-20 00:00:00	194.10	3.1	181.4	191.000	NULL, NULL, Brass Cap Location, Brass Cap Location	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.6	2008-01-23	3.31	2018-09-06	1.6	2006-07-26	1.6	2006-07-26	37	Active		Substantial
LAOI-3.2a OB	Intermediate	35.87318	-106.25944	6624.430	NULL	NULL	NULL	NULL	NULL	NULL	Brass Cap Location, NULL, Brass Cap Location, Brass Cap Location	NULL	MON	TA-21	Los Alamos	NULL	NULL	[84]	Aquifer updated from MW	Well Info	1.0	2005-07-30	1.0	2005-07-30	No Data	No Data	No Data	No Data	1			
LAOI-7	Intermediate	35.86901	-106.23524	6458.35	Tb4	2005-09-21 00:00:00	264.90	3	240	259.600	NULL, NULL, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.43	2011-03-10	3.02	2016-08-31	No Data	No Data	No Data	No Data	40	Active		Substantial
LAOR-1	Alluvial	35.87642	-106.28991	6864.83	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	General	Los Alamos	NULL	NULL	[84]	Ground Elevation updated from MW, Aquifer updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
LAUZ-1	Alluvial	35.87787	-106.27357	7032.42	NULL	NULL	10.55	4 in	5.35	10.350	NULL, DP Canyon, OU 1106 (TA-21), Surv-Tek Survey, Surv-Tek Survey	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	2.54	2001-11-13	0.692	2002-05-22	No Data	No Data	No Data	No Data	32	Active		Substantial
LAUZ-2	Alluvial	35.87765	-106.27161	7026.72	NULL	NULL	10.47	4 in	5.27	10.270	NULL, NULL, OU 1106 (TA-21), Surv-Tek Survey, Surv-Tek Survey	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	2			
MCA-1	Alluvial	35.86578	-106.29668	7070.600	Qal	2005-01-24 00:00:00	5.90	1 in	2.4	5.400	Brass cap location, NULL, Brass cap location, Brass cap location	NULL	MON	General	Mortendad	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	17.1	2008-05-20	2.8	2008-11-06	No Data	No Data	No Data	No Data	22		Exceedance	Substantial
MCA-2	Alluvial	35.86077	-106.27133	6837.200	Qal	2004-10-24 00:00:00	65.00	2.1 in	45	60.000	Brass cap location, NULL, Brass cap location, Brass cap location	NULL	MON	Chromium	Mortendad	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	2.9	2007-02-28	2.3	2007-06-05	No Data	No Data	No Data	No Data	10			Substantial
MCA-4	Alluvial	35.865	-106.29884	7135.100	Qal	2005-02-05 00:00:00	5.40	1.0 in	3.3	5.300	Brass cap location, NULL, Brass cap location, Brass cap location	NULL	MON	General	Mortendad	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	101.0	2005-09-16	43.0	2005-09-16	No Data	No Data	No Data	No Data	2		Exceedance	
MCA-5	Alluvial	35.86529	-106.29409	7053.800	Qal	2005-02-05 00:00:00	6.00	1.0 in	1.75	5.750	Brass cap location, NULL, Brass cap location, Brass cap location	NULL	MON	General	Mortendad	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	5.6	2005-04-25	5.6	2005-04-25	No Data	No Data	No Data	No Data	2			
MCO-0.6	Alluvial	35.86789	-106.30545	7188.280	Qal	1999-02-25 00:00:00	3.10	2	1.05	3.050	NULL, NULL	NULL	MON	General	Mortendad	A	NULL	[84]		Well Info	662.0	2010-07-02	3.09	2016-05-19	No Data	No Data	No Data	No Data	25	Active	Exceedance	Substantial
MCO-1	Alluvial	35.86509	-106.30054	7153.000	NULL	1960-11-01 00:00:00	8.00	3.0 in	1	8.000	Unable to locate in 1991, Open hole from 1 to 8 ft. Unlocatable, Unable to locate in 1991, Unable to locate in 1991	NULL	MON	General	Mortendad	A	2012-03-15 10:48:00	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCO-13	Alluvial	35.85779	-106.24744	6674.48	NULL	1970-07-01 00:00:00	107.00	2 in	87	107.000	NULL, NULL	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCO-2	Alluvial	35.86502	-106.29893	NULL	NULL	1960-11-01 00:00:00	9.00	NULL	2	9.000	NULL, NULL	NULL	NULL	General	Mortendad	A	NULL	[84]		Well Info	275.0	2008-05-28	10.6	2010-07-01	0.129703	2008-05-28	0.129703	2008-05-28	19		Exceedance	Substantial
MCO-3	Alluvial	35.8653	-106.29406	NULL	Qal	1967-03-01 00:00:00	12.00	3	2	12.000	NULL, NULL	NULL	NULL	General	Mortendad	A	NULL	[84]		Well Info	14.6	2009-08-12	3.4	2010-02-02	No Data	No Data	No Data	No Data	17		Exceedance	Substantial
MCO-4	Alluvial	35.86407	-106.28106	6897.540	NULL	1963-10-01 00:00:00	19.00	3 in	4	19.000	MCO-4 plugged and abandoned in 2000, see Benak et al. 2000, MCO-4 Plugged and Abandoned, MCO-4 plugged and abandoned in 2000, see Benak et al. 2000, MCO-4 plugged and abandoned in 2000, see Benak et al. 2000	NULL	MON	General	Mortendad	PA	NULL	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCO-4B	Alluvial	35.86382	-106.27828	NULL	Qal	1990-08-01 00:00:00	33.90	2	8.9	28.900	NULL, NULL	NULL	NULL	Chromium	Mortendad	A	NULL	[84]		Well Info	6.69	2010-07-06	4.78	2010-07-06	No Data	No Data	No Data	No Data	38			Substantial
MCO-5	Alluvial	35.86339	-106.27683	6875.66	Qal	1960-10-01 00:00:00	46.00	3	21	46.000	NULL, NULL	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.76	2010-07-06	5.76	2010-07-06	No Data	No Data	No Data	No Data	49	Active		Substantial
MCO-6	Alluvial	35.86194	-106.27289	NULL	Qal	1974-03-01 00:00:00	47.00	4	27	47.000	NULL, Replaced older MCO-6 that was P&A	NULL	NULL	Chromium	Mortendad	A	NULL	[84]		Well Info	4.81	2010-07-07	4.81	2010-07-07	No Data	No Data	No Data	No Data	41			Substantial
MCO-6.5A	Alluvial	35.8608	-106.27217	6842.190	NULL	1961-11-01 00:00:00	45.00	NULL	25	45.000	Plugged and abandoned in 2000, see Benak et al. 2000, NULL	NULL	NOC	Chromium	Mortendad	A	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCO-6.5B	Alluvial	35.86105	-106.27178	6838.840	NULL	1961-11-01 00:00:00	42.00	NULL	22	42.000	Plugged and abandoned in 2000, see Benak et al. 2000, NULL	NULL	NOC	Chromium	Mortendad	A	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCO-6B	Alluvial	35.86186	-106.2729	6850.290	Qal	1990-08-01 00:00:00	47.10	2 in	22	42.000	NULL, NULL	NULL	MON	Chromium	Mortendad	A	2012-03-15 10:48:00	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	4			Substantial
MCO-7	Alluvial	35.86056	-106.26991	6827.31	Qal	1960-10-01 00:00:00	69.00	3	39	69.000	NULL, NULL	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.44	2010-07-07	5.44	2010-07-07	No Data	No Data	No Data	No Data	48	Active		Substantial
MCO-7.5	Alluvial	35.86037	-106.26675	NULL	NULL	1974-04-01 00:00:00	60.00	NULL	35	60.000	NULL, Redrilled in 1974	NULL	NULL	Chromium	Mortendad	A	NULL	[84]		Well Info	4.69	2010-07-08	4.69	2010-07-08	0.559544	2008-05-28	0.559544	2008-05-28	36			Substantial
MCO-7A	Alluvial	35.86056	-106.26996	6827.580	Qal	1989-11-04 00:00:00	44.80	3 in	34.8	44.800	NULL, NULL	NULL	MON	Chromium	Mortendad	A	2012-03-15 10:48:00	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	3			
MCO-8	Alluvial	35.86062	-106.26484	6796.700	NULL	1960-10-01 00:00:00	84.00	NULL	64	84.000	Plugged and abandoned in 2000, see Benak et al. 2000, Plugged and abandoned	NULL	NOC	Chromium	Mortendad	PA	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCO-8.2	Alluvial	35.86094	-106.26253	6781.600	Qal	1961-11-01 00:00:00	70.00	2 in	60	70.000	NULL, NULL	NULL	MON	Chromium	Mortendad	A	2012-03-15 10:48:00	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCOBT-4.4	Intermediate	35.86057	-106.27102	6836.18	Tpf	2003-06-01 00:00:00	545.00	4.5 in	485.4	524.000	NULL, Plugged and abandoned 7/29/2009, Brass Monument  MCOBT-4.4 plugged and abandoned 7/29/09, Brass Monument  MCOBT-4.4 plugged and abandoned 7/29/09	NULL	NULL	Chromium	Mortendad	PA	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	53.6	2002-04-22	15.0	2005-03-29	No Data	No Data	No Data	No Data	7		Exceedance	Substantial
MCOBT-4.4 OB	Intermediate	35.86057	-106.27102	6836.180	NULL	NULL	NULL	NULL	NULL	NULL	Brass Monument MCOBT-4.4 plugged and abandoned 7/29/09, NULL, Brass Monument  MCOBT-4.4 plugged and abandoned 7/29/09, Brass Monument  MCOBT-4.4 plugged and abandoned 7/29/09	NULL	MON	Chromium	Mortendad	NULL	NULL	[84]	Aquifer updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCOBT-8.5	NULL	35.86116	-106.26251	6780.500	NULL	2003-06-01 00:00:00	0.00	NULL	NULL	NULL	Borehole plugged and abaonded, MCOBT 8.5 was abandoned.  Surface pad was not installed.  Surface completion was done by SW Abatement.	NULL	BH	Chromium	Mortendad	PA	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCOI-4	Intermediate	35.86065	-106.27122	6837.2	Tpf	2004-11-07 00:00:00	525.70	4.5 in	498.9	522.000	NULL, NULL, Brass Monument, Brass Monument, Brass Monument	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	135.0	2005-06-23	16.9	2011-02-16	17.7	2006-06-28	5.5735	2008-05-29	43		Exceedance	Substantial
MCOI-5	Intermediate	35.85999	-106.26744	6819.7	Tb4	2004-10-25 00:00:00	702.70	4.5	689.04	699.000	NULL, NULL, Brass Monument, Brass Monument, Brass Monument	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	770.0	2005-06-09	13.0	2019-07-24	9.43	2019-05-08	9.43	2019-05-08	92	Active	Exceedance	Substantial
MCOI-6	Intermediate	35.86034	-106.26711	6811.1	Tb4	2005-01-13 00:00:00	713.20	4.5	686	708.300	NULL, NULL, Brass Monument, Brass Monument, Brass Monument	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	86.6	2016-11-08	62.4	2020-01-13	74.9	2018-05-10	66.0	2019-05-13	102	Active	Exceedance	Substantial
MCOI-8	Intermediate	35.8625	-106.27392	6859.200	Tb4	2005-01-08 00:00:00	678.60	4.5 in	665	674.960	Brass Monument, NULL, Brass Monument, Brass Monument	NULL	MON	Chromium	Mortendad	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	938.0	2006-01-30	21.3	2007-02-27	No Data	No Data	No Data	No Data	8		Exceedance	Substantial
MCWB-6.5E	Alluvial	35.86077	-106.27222	6843.800	Qal	1994-12-21 00:00:00	50.00	3 in	35	45.000	NULL, NULL	NULL	MON	Chromium	Mortendad	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MCWB-7.7B	Alluvial	35.86058	-106.26517	NULL	NULL	1994-12-20 00:00:00	70.00	NULL	55	65.000	NULL, NULL	NULL	NULL	Chromium	Mortendad	A	NULL	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	1			
MO-00050	NULL	35.86064	-106.26843	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location MCO-7.2. Coordinate accuracy is unknown., NULL	NULL	BH	Chromium	Mortendad	NULL	NULL	[84]		Well Info	361.0	1998-11-16	1.9	1998-11-16	No Data	No Data	No Data	No Data	2		Exceedance	
MO-22543	NULL	35.86382	-106.27828	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location MCO-4B. See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22546	NULL	35.86381	-106.27772	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Gravel Cell 6.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22547	NULL	35.8638	-106.27772	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Gravel Cell 12.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22548	NULL	35.86382	-106.27768	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Apatite Cell 8.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22549	NULL	35.8638	-106.27769	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Apatite Cell 4.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22550	NULL	35.86379	-106.27769	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Apatite Cell 10.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22551	NULL	35.86381	-106.27766	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Bio Cell 7.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22552	NULL	35.8638	-106.27766	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Bio Cell 3.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22553	NULL	35.86379	-106.27766	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Bio Cell 9.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22555	NULL	35.86379	-106.27765	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location 'Mort PRB Limestone Cell 5.' See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-22560	NULL	35.86339	-106.27683	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, same xy as location MCO-5. See location crosswalk table with EVENT 2262 sample collection logs., NULL	NULL	NOC	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-24226	NULL	35.85999	-106.26744	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, provided by Dave Broxton from WQH 'penetrations' database, same xy as MCOI-5. Coordinate accuracy is unknown., NULL	NULL	BH	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-24227	NULL	35.86034	-106.26711	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, provided by Dave Broxton from WQH 'penetrations' database, same xy as MCOI-6. Coordinate accuracy is unknown., NULL	NULL	BH	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-24228	NULL	35.86065	-106.27122	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, provided by Dave Broxton from WQH 'penetrations' database, same xy as MCOI-4. Coordinate accuracy is unknown., NULL	NULL	BH	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-24229	NULL	35.8625	-106.27392	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Coordinates loaded in 2008 for data cleanup, provided by Dave Broxton from WQH 'penetrations' database, same xy as MCOI-8. Coordinate accuracy is unknown., NULL	NULL	BH	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MO-24232	NULL	35.85817	-106.26707	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Accuracy of coordinates is unknown., NULL	NULL	BH	Chromium	Mortendad	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MT-1	Alluvial	35.86052	-106.26739	6811.630	NULL	1988-11-01 00:00:00	69.00	NULL	39	59.000	NULL, NULL	NULL	MON	Chromium	Mortendad	A	NULL	[84]		Well Info	2.8	2005-04-22	2.1	2005-09-16	No Data	No Data	No Data	No Data	4			Substantial
MT-2	Alluvial	35.86066	-106.26484	6796.200	NULL	1988-11-01 00:00:00	64.00	NULL	44	64.000	NULL, NULL	NULL	MON	Chromium	Mortendad	A	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
MT-3	Alluvial	35.86097	-106.26497	6796.65	NULL	1988-11-01 00:00:00	74.00	NULL	44	64.000	NULL, NULL	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.63	2010-07-09	5.63	2010-07-09	No Data	No Data	No Data	No Data	22			Substantial
MT-4	Alluvial	35.86091	-106.26302	NULL	NULL	1988-11-01 00:00:00	74.00	NULL	54	64.000	NULL, NULL	NULL	NULL	Chromium	Mortendad	A	NULL	[84]		Well Info	2.2	2007-03-13	2.1	2007-03-13	No Data	No Data	No Data	No Data	5			Substantial
NPDES Outfall 01A001	NULL	35.87391	-106.31929	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	3.15	2014-05-01	3.15	2014-05-01	No Data	No Data	No Data	No Data	1			
NPDES Outfall 03A027	NULL	35.87397	-106.31913	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	1.21	2014-05-01	1.21	2014-05-01	No Data	No Data	No Data	No Data	1			
O-1	Regional	35.87079	-106.21969	NULL	NULL	1990-08-01 00:00:00	2497.00	NULL	1017	2477.000	NULL, NULL	NULL	NULL	General	Los Alamos	A	NULL	[84]		Well Info	15.0	2016-06-02	12.7	2019-12-17	5.5	2006-05-24	5.5	2006-05-24	42	Active	Exceedance	Substantial
O-4	Regional	35.87288	-106.26039	NULL	NULL	1990-03-01 00:00:00	2617.00	NULL	1115	2596.000	NULL, NULL	NULL	NULL	TA-21	Los Alamos	A	NULL	[84]		Well Info	7.61	2012-08-28	3.98	2019-12-17	4.1	2006-12-06	3.9	2007-02-28	78	Active	Exceedance	Substantial
Otowi Booster #2	NULL	35.87481	-106.24924	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	SUP	TA-21	Los Alamos	A	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
Pajarito Booster #2	NULL	35.84542	-106.26659	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	SUP	General	Mortendad	A	2012-03-15 10:48:00	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
